	text	label
1501	Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business 	neutral
2256	Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year 	positive
3026	Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding 	neutral
767	In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year 	positive
73	As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 	neutral
2222	The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares 	neutral
1476	`` Social networking and location-based service trends comprise a significant share of the Internet traffic today and are appealing to MID users 	neutral
4052	The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million 	neutral
2632	The first group of customers to be trained will be paint-shop owners and their assistants 	neutral
3486	`` This could be us 	neutral
3595	Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities 	neutral
589	Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom 	positive
2069	Finnish Ahlstrom Corporation has ordered key production equipment for a new glass nonwovens production line at its Russian Tver Mill from Finnish Vaahto Pulp & Paper Machinery ( that is part of Vaahto Group ) 	positive
4576	Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania 	neutral
4370	This one was at one time targeted for June 5 , but if we had to guess , it 's been pushed back -- maybe we 're crazy , but we feel like it has n't leaked enough to meet that date at this point 	neutral
1533	If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company 	neutral
1627	The deal , already approved by shareholders , will be carried out in the first half of 2011 	neutral
1645	The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 	neutral
2696	Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States 	neutral
1613	The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes 	neutral
1469	`` I warmly welcome Michael Frei to Outotec 	positive
2818	Aspo serves demanding business-to-business customers 	neutral
4130	The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil 	neutral
1807	Mr. Mika Korpinen , APAC Vice President for Comptel concludes : `` Comptel is once again demonstrating the importance of providing reliable delivery and enabling time-to-market 	neutral
1618	The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations 	positive
4272	The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs 	negative
3260	The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin 	neutral
4689	( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period 	negative
4777	`` EB Tough VoIP was designed to fulfill the communications needs of military units , and we continue to strive towards achieving that goal , '' Mikko Viitaniemi , EB Elektrobit Defense Products , Wireless Solutions senior manager , said in a statement 	neutral
1383	The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 	neutral
1413	The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying 	neutral
3805	The company said that it has agreed to a EUR160m unsecured credit line from lenders 	neutral
1735	Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal 	positive
2476	However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell 	neutral
4261	The layoff talks were first announced in August 	neutral
4025	In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 	negative
1803	Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons 	neutral
749	A portion , $ 12.5 million , will be recorded as part of its winnings in a prior patent dispute with Finnish phone maker Nokia Oyj 	positive
4774	`` I am extremely delighted with this project and the continuation of cooperation with Viking Line 	positive
290	The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt 	positive
3142	Technopolis has approximately 130 customer companies in Jyvaskyla 	neutral
3141	Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights 	neutral
163	Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 	positive
3278	The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring 	neutral
4131	The company initially estimated that it would cut up to 30 jobs 	negative
1657	The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 	neutral
4268	The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat 	neutral
3559	Componenta will also offer a five-year subordinated loan for subscription by the public 	neutral
3001	Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus 	neutral
1152	According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company 	neutral
3238	The employee negotiations are to address measures needed to adjust the operations to the present production situation 	neutral
1045	In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts 	neutral
3080	Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium 	neutral
3529	Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter 	neutral
4420	Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million 	negative
3754	Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said 	neutral
1285	Merging the two free sheets will clarify the market situation 	neutral
1337	Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term 	neutral
193	Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 	positive
3266	The handset maker did not disclose any financial details 	neutral
3016	( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka M	neutral
3136	Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia 	neutral
1903	Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices 	neutral
1508	Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services 	neutral
3485	`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer 	neutral
2494	Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 	positive
4171	Another problem is cola-flavoured long drinks 	neutral
2943	Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '	neutral
4267	The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk 	neutral
3718	Part of the reductions will be made through retirement arrangements 	neutral
4704	Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier 	negative
3920	The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m 	neutral
3228	The deal includes an option for Cramo to buy out the minority stake in 2011 	neutral
1701	Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection 	neutral
4058	Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 	negative
3467	- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million 	neutral
2177	Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators 	positive
783	The acquisition is expected to improve access to chrome ore resources in Turkey 	positive
3560	CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental 	neutral
609	The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals 	positive
4680	Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 	negative
3932	The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors 	neutral
3667	Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories 	neutral
4713	SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales 	negative
592	Mr Priit Kasak , Balti Metsamasina 's owner , said the Rakvere-based company wishes to increase Valmet 's market share from 27 % to a third in a couple of years 	positive
3518	ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system 	neutral
480	Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories 	neutral
2588	The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 	neutral
3246	The financial details of the acquisition were not disclosed 	neutral
721	Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 	positive
4820	Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added 	neutral
2986	Its annual capacity is some 10,000 MW 	neutral
901	The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 	positive
3821	The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added 	neutral
1511	Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices 	neutral
2877	Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) 	neutral
3007	Later on , about 150 Finnish-made houses will be build in the area 	neutral
3686	Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 	neutral
4038	Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 	negative
4313	Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash 	neutral
70	The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 	positive
1131	`` The issues identified by Stonesoft affect a range of content inspection technology 	neutral
1528	F-Secure , a developer of security solutions as a service through Internet Service Providers and mobile operators , announced results from its annual Online Wellbeing Survey 	neutral
973	The ` buy ' recommendation was reiterated 	positive
2880	Elsewhere , the tendency is towards more developed packaging than before 	neutral
3242	The executive group will participate in the adjustments with a fixed-term 5 % salary cut 	positive
4497	Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier 	positive
2402	Almost the entire office building will be occupied by Metso 	neutral
946	EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 	positive
2837	Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance 	neutral
4635	In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 	negative
178	comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 	positive
508	The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees 	neutral
5	FINANCING OF ASPOCOMP 'S GROWTH Aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding HDI printed circuit boards PCBs 	positive
4029	Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said 	negative
4553	According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year 	negative
2774	After buying Eukor Car Carriers 50 percent stake , Grimaldi Group is now the sole owner of the Swedish roll-on , roll-off port of Wallhamn 	neutral
175	Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago 	positive
2115	In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn 	neutral
3255	The first four of the new shop-in-shops will be opened this spring : on Madison Avenue in New York as well as in Chicago , Los Angeles and San Francisco 	neutral
2740	A total of 750,330 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed in December exercising the A-B-C options based on the company 's stock option plan 1999 	neutral
2990	Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market 	neutral
1367	The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month 	neutral
2474	HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum 	neutral
2024	International operations accounted for over 80 % of net sales 	neutral
1647	The parties have also agreed that L+ñnnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest 	neutral
569	Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity 	neutral
2682	The site will cover over six hectares 	neutral
1440	They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight 	neutral
4817	Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share 	negative
437	It has80 branches in Finland with annual revenue in Finland of 	neutral
3197	The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 	neutral
3374	The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks 	neutral
2429	Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros 	neutral
4496	`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote 	positive
2882	Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks 	neutral
4039	Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 	negative
4760	Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier 	negative
276	Revenues at the same time grew 14 percent to 43 million euros 	positive
934	Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before 	positive
3170	The bridge will be built to the south of the existing bridge spanning the strait 	neutral
2209	The company feels these leases are prime locations due to several producing formations in the immediate area 	positive
4552	According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas 	neutral
2240	The sale of the Healthcare Trade business supports Oriola-KD 's strategy to focus on Pharmaceutical Wholesale and Retail businesses 	positive
2658	The new SEPA cads will replace Finnish bank cards 	neutral
3647	It grew in Finland , Norway , Denmark and the Baltic countries 	neutral
139	A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi 	neutral
1579	Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy 	neutral
2327	It will be operated by Nokia , and supported by its Nokia NetAct network and service management system 	neutral
2448	EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications 	neutral
1075	Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs 	positive
4587	Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 	negative
2398	ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device 	neutral
1317	Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX 	neutral
761	Espoon kaupunki awarded contracts for personal care products 	positive
2414	At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % 	neutral
1795	Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook 	neutral
937	Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense 	positive
540	Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August 	neutral
3795	The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 	neutral
1364	The company is presently examining whether the project would be financially feasible 	neutral
4089	Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 	positive
3778	The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa 	neutral
3423	This includes a EUR 39.5 mn change in the fair value of investment properties 	neutral
3286	The most significant challengers in the market are Logset and Sampo-Rosenlew 	neutral
1720	The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam 	positive
4530	Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route 	negative
459	TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 	neutral
3395	The value of the order is USD 2.2 mn 	neutral
2333	The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people 	neutral
573	Under the agreement , Pfizer has been funding Biotie 's research activities on the PDE10 phosphodiesterase 10 inhibitor program since its start in late 2006 and has the sole authority to develop discovered compounds 	neutral
4194	GET MIDNIGHTTRADER IN REALTIME : This report is delayed 	neutral
1693	We make available the following brand-new market analyses Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippines These analyses give a clear overview of the actual situation and future outlook of the cement industry in some Asian countries 	neutral
1135	1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) 	positive
3996	SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year 	negative
2591	The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal 	neutral
2947	In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent 	neutral
4492	We are very proud to be able to use this kind of innovative mobile service for voting in elections 	positive
229	( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 	positive
4661	Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 	negative
1352	The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems 	neutral
2867	Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 	neutral
2854	Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format 	neutral
1253	In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design 	positive
207	However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said 	positive
4718	The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn 	negative
2951	In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed 	negative
2596	The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills 	neutral
185	EBIT margin was up from 1.4 % to 5.1 % 	positive
1633	The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 	neutral
2070	Finnish navigation device manufacturer Benefon that is changing its name to GeoSentric reports net sales of about EUR 1.1 mn in the second quarter of 2007 	neutral
1690	VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions 	positive
1339	Sponda plans to renovate old real estate and develop new property 	neutral
4124	Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board 	neutral
1733	The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model 	positive
2294	Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways 	positive
301	The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % 	positive
1708	Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month 	negative
1023	All are welcome 	neutral
3437	Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock 	neutral
1928	The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind 	neutral
1145	Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor 	positive
216	In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m 	positive
2926	Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland 	neutral
1758	Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group 	positive
400	Pohjola could increase its stake to 45 % in 2013 	neutral
4755	Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier 	negative
3363	The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares 	neutral
289	The company expects its net sales in the first half of 2008 to reach the previous year 's level 	positive
2422	Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 	neutral
240	Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 	positive
3013	( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology 	neutral
3190	The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 	neutral
3682	Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share 	neutral
188	EPS from continuing operations came in at 0.30 eur , up from 0.17 	positive
26	Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros 	positive
61	When this investment is in place , Atria plans to expand into the Moscow market 	neutral
2008	Both the net sales and operating profit were record high in the company 's history 	positive
306	TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers 	positive
1468	`` As defences mature , attackers develop Trojans that are equipped with content filters to detect online banking activity for capturing account details using methods such as form grabbing , screen shots , video captures , keylogging and injection of form fields 	neutral
2185	Satama 's net sales would be higher than the year before 	positive
1044	In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp 	neutral
2723	`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters 	neutral
2267	3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal 	positive
2344	Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs 	positive
2978	It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management 	neutral
1233	Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares 	neutral
2944	Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) 	neutral
1885	`` Russia is ready to participate in an open tender for Lattelecom 's privatization 	neutral
2361	561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan 	neutral
1628	The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects 	positive
1192	Central Europe is an important market area for Honka 	neutral
828	Cision says the sale will return its U.K. operation to profitability 	positive
2895	Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum 	neutral
1467	`` As a part of the Eseries business promise , the Nokia E50 has been equipped with a variety of email solutions in a small and stylised package , '' said Dave Grannan , general manager , Enterprise Solutions , Nokia 	neutral
975	The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high 	positive
2761	According to HK Ruokatalo , almost all the meat used by the company comes from Finland 	neutral
1216	EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) 	neutral
63	At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) 	positive
1916	The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades 	positive
2930	He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 	neutral
763	Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process 	positive
2156	Net profit in the same period in 2006 was (  x20ac ) 172 million 	neutral
2929	He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State 	neutral
82	Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 	neutral
918	Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal 	positive
741	` By separating side businesses we will be able to faster expand and develop Tapro retail network 	positive
3062	Odell has not contacted the State of Finland in this issue 	neutral
722	Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 	positive
4378	Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 	negative
4842	Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres 	neutral
3512	Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials 	neutral
4201	In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 	neutral
1806	It helps our stakeholders get a better understanding of our operations and the challenges in stainless steel business 	neutral
